,SaleID,price,price
12139,,,1432.5819
12140,,,305.97946
12141,,,1506.8563
12142,,,889.01666
12143,,,11122.4375
12144,,,1725.8585
12145,,,2403.9136
12146,,,19110.209
12147,,,429.94476
12148,,,248.66467
12149,,,8465.147
12150,,,1570.7048
12151,,,14048.186
12152,,,1933.735
12153,,,204.97249
12154,,,19243.281
12155,,,1536.8762
12156,,,8440.984
12157,,,6282.118
12158,,,1977.827
12159,,,9052.905
12160,,,7797.042
12161,,,1277.708
12162,,,480.17242
12163,,,2923.139
12164,,,3223.177
12165,,,883.56177
12166,,,2791.4968
12167,,,7007.449
12168,,,2153.3562
12169,,,1088.2874
12170,,,545.09424
12171,,,18837.115
12172,,,4099.4946
12173,,,4117.079
12174,,,9328.981
12175,,,14414.102
12176,,,4424.1504
12177,,,2468.2314
12178,,,451.0701
12179,,,1035.2184
12180,,,15789.651
12181,,,454.4782
12182,,,3152.4714
12183,,,24650.586
12184,,,2084.5432
12185,,,15279.454
12186,,,4271.3716
12187,,,523.2202
12188,,,597.80334
12189,,,1275.6992
12190,,,4005.187
12191,,,1497.4946
12192,,,2016.4768
12193,,,17592.684
12194,,,2156.5256
12195,,,14042.546
12196,,,3282.438
12197,,,8399.536
12198,,,6329.254
12199,,,11276.055
12200,,,605.12164
12201,,,1738.3015
12202,,,299.02063
12203,,,7978.7017
12204,,,1449.233
12205,,,6713.5347
12206,,,1935.6272
12207,,,952.7332
12208,,,10775.436
12209,,,4042.943
12210,,,1338.7645
12211,,,1006.6106
12212,,,6385.428
12213,,,2110.8713
12214,,,14298.336
12215,,,4388.889
12216,,,18970.348
12217,,,4289.296
12218,,,5350.094
12219,,,5587.9395
12220,,,2213.886
12221,,,2190.3115
12222,,,8606.142
12223,,,15662.227
12224,,,1884.4128
12225,,,614.8848
12226,,,1249.1498
12227,,,988.8939
12228,,,4494.2266
12229,,,142.55827
12230,,,2051.2573
12231,,,1237.8292
12232,,,15283.623
12233,,,36565.453
12234,,,13448.634
12235,,,191.39455
12236,,,927.29425
12237,,,20146.477
12238,,,12826.209
12239,,,3873.263
12240,,,5700.8784
12241,,,1617.7917
12242,,,29950.793
12243,,,2266.4753
12244,,,12021.625
12245,,,2795.9492
12246,,,898.3707
12247,,,17420.46
12248,,,1625.2158
12249,,,8431.016
12250,,,5320.2627
12251,,,21518.795
12252,,,1294.4014
12253,,,2742.024
12254,,,1234.5768
12255,,,3400.693
12256,,,5726.952
12257,,,1804.1909
12258,,,305.31827
12259,,,1243.4122
12260,,,4643.684
12261,,,1551.7549
12262,,,1597.9026
12263,,,30742.947
12264,,,777.1442
12265,,,671.6831
12266,,,4130.784
12267,,,1999.2034
12268,,,1003.77985
12269,,,1212.8623
12270,,,8658.026
12271,,,910.57263
12272,,,2175.4878
12273,,,730.01276
12274,,,7993.9443
12275,,,7504.7646
12276,,,9535.591
12277,,,6909.659
12278,,,5145.3027
12279,,,14048.5205
12280,,,5343.1787
12281,,,2049.6365
12282,,,1470.7109
12283,,,1693.4636
12284,,,9854.2705
12285,,,1890.74
12286,,,513.9128
12287,,,11873.91
12288,,,1156.753
12289,,,3074.0208
12290,,,16124.1455
12291,,,5078.72
12292,,,679.21796
12293,,,4802.666
12294,,,8858.215
12295,,,2356.399
12296,,,2779.89
12297,,,10271.821
12298,,,2082.0247
12299,,,4711.7363
12300,,,208.28572
12301,,,4427.7773
12302,,,6792.541
12303,,,1289.2656
12304,,,8909.002
12305,,,5894.0063
12306,,,16260.244
12307,,,3821.4094
12308,,,793.58746
12309,,,1119.3342
12310,,,5949.3594
12311,,,1879.2576
12312,,,2214.1902
12313,,,2920.6763
12314,,,2502.9326
12315,,,4618.143
12316,,,158.53644
12317,,,2721.3408
12318,,,791.25696
12319,,,2227.1047
12320,,,1119.097
12321,,,5006.944
12322,,,1368.095
12323,,,7833.119
12324,,,3731.781
12325,,,2556.2659
12326,,,10601.879
12327,,,11121.165
12328,,,7122.38
12329,,,23320.652
12330,,,471.58334
12331,,,5355.8022
12332,,,6315.842
12333,,,311.00616
12334,,,2468.9768
12335,,,1869.4415
12336,,,916.3664
12337,,,3518.4348
12338,,,5897.6846
12339,,,18555.777
12340,,,5981.731
12341,,,6863.4043
12342,,,1254.9503
12343,,,9054.623
12344,,,4422.6064
12345,,,2678.3413
12346,,,1019.1941
12347,,,3388.0938
12348,,,10439.05
12349,,,1785.4635
12350,,,2783.3584
12351,,,20772.154
12352,,,1723.1581
12353,,,502.1384
12354,,,5838.645
12355,,,498.58466
12356,,,14782.851
12357,,,2672.2898
12358,,,1736.269
12359,,,499.94626
12360,,,15806.045
12361,,,7306.03
12362,,,2300.0488
12363,,,1484.7269
12364,,,2743.3113
12365,,,809.83325
12366,,,303.1393
12367,,,8660.348
12368,,,23707.125
12369,,,2381.0137
12370,,,1129.587
12371,,,39050.54
12372,,,4776.1006
12373,,,600.7527
12374,,,4720.8105
12375,,,4906.804
12376,,,4884.2915
12377,,,3478.0725
12378,,,13845.246
12379,,,1617.7416
12380,,,1365.195
12381,,,2842.0383
12382,,,4765.8975
12383,,,8873.198
12384,,,7081.7427
12385,,,20318.928
12386,,,745.2925
12387,,,3711.846
12388,,,748.86633
12389,,,2413.226
12390,,,5289.245
12391,,,580.69116
12392,,,66595.05
12393,,,6602.9644
12394,,,1757.4734
12395,,,7804.691
12396,,,7650.2266
12397,,,2481.7202
12398,,,9212.118
12399,,,1467.3533
12400,,,3553.7354
12401,,,14552.205
12402,,,57492.758
12403,,,13232.151
12404,,,15615.243
12405,,,731.2666
12406,,,6699.136
12407,,,7172.186
12408,,,8617.123
12409,,,3220.2175
12410,,,9520.47
12411,,,10930.649
12412,,,3112.0488
12413,,,5111.959
12414,,,24373.682
12415,,,6890.363
12416,,,14451.006
12417,,,6310.097
12418,,,259.19415
12419,,,486.15295
12420,,,2896.5505
12421,,,26850.3
12422,,,1454.9111
12423,,,6647.4644
12424,,,4193.7817
12425,,,1363.4222
12426,,,944.1324
12427,,,1302.9314
12428,,,2774.4783
12429,,,1692.9523
12430,,,7225.551
12431,,,9217.321
12432,,,6486.6064
12433,,,3659.8862
12434,,,4089.172
12435,,,646.0009
12436,,,7470.1426
12437,,,4357.4897
12438,,,4003.3152
12439,,,7997.048
12440,,,1745.6727
12441,,,5040.271
12442,,,10395.512
12443,,,15897.769
12444,,,7436.354
12445,,,2636.314
12446,,,5827.973
12447,,,10692.042
12448,,,833.97534
12449,,,9267.259
12450,,,534.6371
12451,,,1901.3517
12452,,,1155.2833
12453,,,3864.2175
12454,,,3079.6533
12455,,,797.647
12456,,,692.2624
12457,,,879.3829
12458,,,2911.8389
12459,,,7521.146
12460,,,1686.7408
12461,,,51560.75
12462,,,7219.585
12463,,,16853.473
12464,,,1018.8741
12465,,,1150.6853
12466,,,1018.71844
12467,,,3371.1418
12468,,,2681.458
12469,,,18592.607
12470,,,2899.9128
12471,,,5424.858
12472,,,1202.8085
12473,,,1299.5254
12474,,,6847.3647
12475,,,862.3794
12476,,,2036.1781
12477,,,16266.092
12478,,,6741.39
12479,,,7344.5063
12480,,,2667.5813
12481,,,5177.279
12482,,,1375.171
12483,,,4726.046
12484,,,2797.111
12485,,,6567.971
12486,,,755.70465
12487,,,1984.3153
12488,,,8179.9336
12489,,,8970.213
12490,,,501.51883
12491,,,1119.2936
12492,,,2237.238
12493,,,10864.038
12494,,,1939.2745
12495,,,3355.2542
12496,,,1302.9562
12497,,,1581.516
12498,,,9214.605
12499,,,510.63052
12500,,,696.96747
12501,,,8621.209
12502,,,1086.9258
12503,,,1514.4219
12504,,,4368.2935
12505,,,922.4674
12506,,,1321.9106
12507,,,519.88135
12508,,,8615.414
12509,,,445.2229
12510,,,20277.674
12511,,,2894.5134
12512,,,9012.508
12513,,,652.7348
12514,,,3212.795
12515,,,2995.6777
12516,,,3465.365
12517,,,5089.6416
12518,,,1627.8048
12519,,,16749.875
12520,,,18728.844
12521,,,17674.688
12522,,,1697.2582
12523,,,8720.166
12524,,,5001.0156
12525,,,5575.6406
12526,,,1030.4891
12527,,,2282.8137
12528,,,17126.715
12529,,,1020.2196
12530,,,1589.1187
12531,,,4992.698
12532,,,7015.0264
12533,,,3067.4382
12534,,,7705.9717
12535,,,7712.8984
12536,,,1282.3351
12537,,,10335.729
12538,,,18962.244
12539,,,6960.971
12540,,,1551.1019
12541,,,4223.0747
12542,,,11640.054
12543,,,1496.7059
12544,,,3494.6948
12545,,,4218.135
12546,,,20292.996
12547,,,3454.4136
12548,,,15037.963
12549,,,9937.289
12550,,,1262.1569
12551,,,3894.4697
12552,,,19320.057
12553,,,1872.6204
12554,,,1837.0569
12555,,,8492.004
12556,,,3789.7468
12557,,,5962.187
12558,,,4792.6987
12559,,,1596.2947
12560,,,57794.453
12561,,,2527.6084
12562,,,17297.436
12563,,,8808.683
12564,,,10585.511
12565,,,5982.781
12566,,,408.63593
12567,,,1144.852
12568,,,736.1946
12569,,,1823.0226
12570,,,742.24963
12571,,,1099.7731
12572,,,5644.5356
12573,,,969.7162
12574,,,807.0654
12575,,,20813.58
12576,,,1950.5548
12577,,,3599.8726
12578,,,2038.8173
12579,,,4670.4395
12580,,,7996.2773
12581,,,696.8716
12582,,,4314.1416
12583,,,15494.929
12584,,,478.8062
12585,,,2376.0396
12586,,,2316.647
12587,,,1555.1207
12588,,,389.70572
12589,,,34354.0
12590,,,5673.706
12591,,,184.48372
12592,,,996.7324
12593,,,16231.827
12594,,,3145.223
12595,,,9901.036
12596,,,2090.7607
12597,,,5562.127
12598,,,2597.9346
12599,,,2467.3179
12600,,,16807.164
12601,,,1086.7811
12602,,,3355.0942
12603,,,1831.5103
12604,,,8457.143
12605,,,900.3882
12606,,,3907.781
12607,,,3781.5383
12608,,,2717.811
12609,,,2640.0227
12610,,,8430.332
12611,,,13434.225
12612,,,1033.7731
12613,,,5577.1514
12614,,,9503.468
12615,,,2759.4873
12616,,,4268.565
12617,,,1540.273
12618,,,343.66132
12619,,,1122.7032
12620,,,846.55994
12621,,,3266.7158
12622,,,3877.3516
12623,,,194.87119
12624,,,55224.81
12625,,,3346.6902
12626,,,21930.953
12627,,,21782.867
12628,,,246.95825
12629,,,16844.266
12630,,,6939.7246
12631,,,3445.8267
12632,,,1615.7991
12633,,,4499.254
12634,,,4079.0234
12635,,,3850.096
12636,,,9782.66
12637,,,639.34985
12638,,,796.8328
12639,,,7281.632
12640,,,7239.251
12641,,,3794.073
12642,,,8018.6704
12643,,,495.26587
12644,,,146.52084
12645,,,982.4704
12646,,,1071.6588
12647,,,4043.5254
12648,,,1682.0001
12649,,,1609.227
12650,,,5695.492
12651,,,2149.9463
12652,,,1907.9751
12653,,,11158.191
12654,,,1917.2184
12655,,,1454.5765
12656,,,1383.2047
12657,,,4162.7456
12658,,,997.1598
12659,,,2701.3472
12660,,,17038.15
12661,,,515.3098
12662,,,401.35468
12663,,,1031.4502
12664,,,9705.652
12665,,,712.77826
12666,,,9749.519
12667,,,289.64996
12668,,,16596.346
12669,,,13763.211
12670,,,5085.618
12671,,,6316.649
12672,,,16493.213
12673,,,2098.9468
12674,,,279.61145
12675,,,4091.2285
12676,,,2603.3496
12677,,,296.9548
12678,,,597.9364
12679,,,2160.7808
12680,,,3607.1738
12681,,,6084.418
12682,,,5492.5347
12683,,,8241.495
12684,,,5684.7407
12685,,,13562.462
12686,,,928.06744
12687,,,6287.4053
12688,,,8192.613
12689,,,8358.211
12690,,,1561.3103
12691,,,28098.535
12692,,,21878.787
12693,,,8200.346
12694,,,4372.7295
12695,,,1437.696
12696,,,1001.2246
12697,,,1007.43304
12698,,,18676.438
12699,,,11249.715
12700,,,5414.715
12701,,,9886.608
12702,,,3531.0203
12703,,,922.88495
12704,,,6214.4634
12705,,,4131.5293
12706,,,4348.5083
12707,,,886.4397
12708,,,2076.5283
12709,,,16510.92
12710,,,3634.2422
12711,,,4456.119
12712,,,5199.0435
12713,,,2046.2336
12714,,,626.55426
12715,,,9578.661
12716,,,23988.213
12717,,,1774.367
12718,,,4821.196
12719,,,15397.142
12720,,,7277.5146
12721,,,3852.054
12722,,,1541.1699
12723,,,21976.137
12724,,,12956.783
12725,,,4350.965
12726,,,1139.8396
12727,,,853.0881
12728,,,786.3652
12729,,,1617.8905
12730,,,17175.41
12731,,,206.17964
12732,,,11604.98
12733,,,1249.823
12734,,,11956.026
12735,,,9388.438
12736,,,1473.3611
12737,,,19463.537
12738,,,4647.5435
12739,,,3502.1804
12740,,,1467.9766
12741,,,6043.2773
12742,,,4078.9534
12743,,,6506.826
12744,,,616.4477
12745,,,355.48453
12746,,,7976.5864
12747,,,7250.542
12748,,,2747.2478
12749,,,7583.209
12750,,,11592.325
12751,,,7348.6895
12752,,,4786.029
12753,,,6144.2075
12754,,,40541.67
12755,,,545.8142
12756,,,2340.677
12757,,,8789.699
12758,,,286.61124
12759,,,197.82578
12760,,,4184.2754
12761,,,748.06586
12762,,,32869.676
12763,,,1286.0237
12764,,,1413.9446
12765,,,20219.797
12766,,,1118.2775
12767,,,1449.4674
12768,,,15808.291
12769,,,4988.2334
12770,,,2036.0227
12771,,,1558.3213
12772,,,1432.8315
12773,,,1084.8455
12774,,,11995.294
12775,,,38479.617
12776,,,3943.8442
12777,,,1501.1425
12778,,,2931.3225
12779,,,6948.8516
12780,,,5405.906
12781,,,1982.229
12782,,,3802.6204
12783,,,9367.195
12784,,,338.2363
12785,,,14373.357
12786,,,5621.764
12787,,,4247.894
12788,,,4720.4863
12789,,,4654.287
12790,,,7413.946
12791,,,6586.013
12792,,,1108.2806
12793,,,9637.135
12794,,,387.53632
12795,,,1002.4904
12796,,,3530.744
12797,,,30976.451
12798,,,1854.3168
12799,,,2433.8057
12800,,,5579.5137
12801,,,2409.0703
12802,,,1539.4552
12803,,,1803.16
12804,,,295.05228
12805,,,10697.907
12806,,,566.7006
12807,,,1191.8854
12808,,,3284.1858
12809,,,734.9723
12810,,,4059.0688
12811,,,1009.3925
12812,,,12553.827
12813,,,6553.603
12814,,,565.23315
12815,,,717.41187
12816,,,3095.6094
12817,,,1820.9268
12818,,,1890.2773
12819,,,3664.5012
12820,,,1094.3914
12821,,,9327.016
12822,,,1251.9343
12823,,,549.36523
12824,,,1154.5073
12825,,,290.54733
12826,,,7456.916
12827,,,1759.2158
12828,,,1366.4763
12829,,,1678.8749
12830,,,1101.4681
12831,,,1245.2133
12832,,,1267.6777
12833,,,7806.217
12834,,,3902.8337
12835,,,1312.8494
12836,,,5872.0713
12837,,,3200.418
12838,,,34695.44
12839,,,1918.829
12840,,,4483.834
12841,,,861.61646
12842,,,7507.385
12843,,,3643.8127
12844,,,1922.9501
12845,,,21170.922
12846,,,7619.1763
12847,,,1789.8474
12848,,,4018.2095
12849,,,924.1131
12850,,,6717.6665
12851,,,911.4054
12852,,,3900.4592
12853,,,3612.4805
12854,,,5162.9966
12855,,,2831.654
12856,,,8721.8545
12857,,,1805.3241
12858,,,8338.416
12859,,,4980.3936
12860,,,888.3201
12861,,,4243.354
12862,,,9456.055
12863,,,21855.639
12864,,,607.4194
12865,,,5843.091
12866,,,3420.491
12867,,,3367.3428
12868,,,1020.7184
12869,,,9442.022
12870,,,2827.8691
12871,,,1377.7043
12872,,,1079.5837
12873,,,1142.6583
12874,,,11096.816
12875,,,7937.5845
12876,,,5571.786
12877,,,946.70386
12878,,,4564.955
12879,,,1391.7787
12880,,,4932.788
12881,,,8012.623
12882,,,6287.1895
12883,,,760.0622
12884,,,10517.872
12885,,,6106.7153
12886,,,6080.56
12887,,,1063.9495
12888,,,2881.8389
12889,,,1479.3645
12890,,,7612.994
12891,,,7102.991
12892,,,6277.8174
12893,,,1014.91974
12894,,,526.2345
12895,,,11259.43
12896,,,2662.185
12897,,,5117.614
12898,,,16212.333
12899,,,199.08157
12900,,,20535.191
12901,,,3089.8975
12902,,,2888.7698
12903,,,1370.1785
12904,,,6573.4487
12905,,,3985.0496
12906,,,1195.8885
12907,,,5619.952
12908,,,1648.5385
12909,,,2367.8088
12910,,,1107.9199
12911,,,3817.245
12912,,,2311.1355
12913,,,850.11456
12914,,,1654.3708
12915,,,2840.2644
12916,,,3787.5637
12917,,,21863.227
12918,,,6990.5464
12919,,,1933.7166
12920,,,1941.4269
12921,,,1987.3489
12922,,,2759.8518
12923,,,3864.435
12924,,,91.313675
12925,,,711.5965
12926,,,2766.3484
12927,,,877.46063
12928,,,2409.9014
12929,,,12015.286
12930,,,799.7355
12931,,,1457.1254
12932,,,2009.7272
12933,,,2790.1365
12934,,,448.77502
12935,,,18366.82
12936,,,3527.1116
12937,,,2684.376
12938,,,6369.4
12939,,,937.82965
12940,,,7918.446
12941,,,974.362
12942,,,3225.4688
12943,,,13099.689
12944,,,11870.072
12945,,,8123.332
12946,,,5648.527
12947,,,19111.375
12948,,,2140.9395
12949,,,18189.795
12950,,,466.03992
12951,,,25159.076
12952,,,1482.9243
12953,,,3291.6162
12954,,,11743.233
12955,,,4942.6978
12956,,,8884.317
12957,,,23542.287
12958,,,14605.319
12959,,,11925.288
12960,,,5017.9644
12961,,,9538.147
12962,,,10032.234
12963,,,5614.316
12964,,,17389.9
12965,,,653.90106
12966,,,3481.0964
12967,,,985.99713
12968,,,2893.5195
12969,,,3107.5098
12970,,,7637.8755
12971,,,5871.4775
12972,,,14462.588
12973,,,14191.077
12974,,,2559.2969
12975,,,3326.6182
12976,,,8923.391
12977,,,317.5209
12978,,,4282.325
12979,,,3479.5193
12980,,,10764.547
12981,,,6799.192
12982,,,695.3017
12983,,,1257.1117
12984,,,12436.526
12985,,,15061.187
12986,,,2020.88
12987,,,10462.723
12988,,,1584.5107
12989,,,24473.842
12990,,,3080.438
12991,,,2581.3098
12992,,,273.7877
12993,,,6422.0337
12994,,,1213.1222
12995,,,841.2604
12996,,,5072.0054
12997,,,537.1003
12998,,,397.21548
12999,,,2997.3586
13000,,,7065.018
13001,,,3437.4482
13002,,,9894.476
13003,,,1917.3063
13004,,,1195.905
13005,,,2451.399
13006,,,6871.14
13007,,,12466.643
13008,,,1367.6049
13009,,,402.73016
13010,,,4733.368
13011,,,15873.603
13012,,,10542.83
13013,,,784.31903
13014,,,828.3526
13015,,,5803.3936
13016,,,465.29782
13017,,,6738.844
13018,,,2225.9333
13019,,,5666.794
13020,,,789.6096
13021,,,1192.3075
13022,,,687.5496
13023,,,3677.8474
13024,,,13589.898
13025,,,3036.263
13026,,,10826.294
13027,,,848.34534
13028,,,509.73303
13029,,,6035.6445
13030,,,3944.243
13031,,,1388.2129
13032,,,3497.0193
13033,,,5136.437
13034,,,1134.4517
13035,,,4172.856
13036,,,13046.947
13037,,,6788.817
13038,,,891.7638
13039,,,444.23184
13040,,,826.6069
13041,,,3464.1584
13042,,,2375.7437
13043,,,2987.1934
13044,,,444.9985
13045,,,6661.009
13046,,,1586.3739
13047,,,1587.0856
13048,,,3348.1624
13049,,,2785.0132
13050,,,3161.5486
13051,,,492.25015
13052,,,556.3931
13053,,,626.20636
13054,,,3226.8628
13055,,,765.80054
13056,,,505.87134
13057,,,2404.8909
13058,,,2166.684
13059,,,1494.5471
13060,,,6391.2417
13061,,,4385.8213
13062,,,589.2773
13063,,,1006.9542
13064,,,531.2409
13065,,,4135.3223
13066,,,2856.6777
13067,,,13016.546
13068,,,1235.8212
13069,,,5590.3755
13070,,,339.822
13071,,,2821.7114
13072,,,284.46106
13073,,,4192.374
13074,,,31372.438
13075,,,1906.2845
13076,,,198.6786
13077,,,723.6751
13078,,,7680.385
13079,,,1928.0458
13080,,,534.13544
13081,,,7313.8877
13082,,,8920.932
13083,,,410.11334
13084,,,5820.1626
13085,,,14106.387
13086,,,21030.174
13087,,,5737.893
13088,,,330.09375
13089,,,1337.8143
13090,,,367.94052
13091,,,809.67975
13092,,,429.80405
13093,,,906.4703
13094,,,1969.9375
13095,,,2748.8562
13096,,,9066.722
13097,,,4760.064
13098,,,10887.325
13099,,,560.3029
13100,,,3937.161
13101,,,311.42166
13102,,,1505.3113
13103,,,539.2262
13104,,,975.308
13105,,,3000.3567
13106,,,47782.016
13107,,,17747.658
13108,,,3686.8962
13109,,,815.6902
13110,,,1710.009
13111,,,414.39944
13112,,,527.1773
13113,,,6382.268
13114,,,1293.4166
13115,,,1689.5671
13116,,,2472.009
13117,,,1519.498
13118,,,2771.7693
13119,,,9837.658
13120,,,14787.998
13121,,,11768.27
13122,,,16442.514
13123,,,452.13797
13124,,,12310.325
13125,,,635.96497
13126,,,12466.69
13127,,,1057.3088
13128,,,486.5036
13129,,,4935.711
13130,,,5466.725
13131,,,1183.4502
13132,,,194.1685
13133,,,3927.2656
13134,,,8154.9507
13135,,,3286.041
13136,,,501.6801
13137,,,3663.7566
13138,,,4494.754
13139,,,3942.4185
13140,,,4534.6797
13141,,,12645.504
13142,,,3771.0952
13143,,,1639.8635
13144,,,9476.115
13145,,,1192.4264
13146,,,7327.294
13147,,,20760.33
13148,,,2981.158
13149,,,1173.901
13150,,,10134.619
13151,,,1246.5016
13152,,,5248.4463
13153,,,10782.786
13154,,,522.4459
13155,,,4853.7686
13156,,,1907.1497
13157,,,7630.2593
13158,,,2246.0723
13159,,,12047.197
13160,,,964.90497
13161,,,791.85785
13162,,,4737.4604
13163,,,4793.586
13164,,,3863.263
13165,,,6945.5254
13166,,,1276.5695
13167,,,5780.5215
13168,,,14947.549
13169,,,5802.126
13170,,,2530.3374
13171,,,3966.1711
13172,,,4694.1157
13173,,,5248.4966
13174,,,8793.699
13175,,,3159.7698
13176,,,1943.3627
13177,,,7271.9565
13178,,,651.2384
13179,,,8477.502
13180,,,3301.387
13181,,,577.04626
13182,,,3857.5808
13183,,,1776.1803
13184,,,7890.754
13185,,,6347.5483
13186,,,938.4221
13187,,,10063.198
13188,,,4474.8315
13189,,,1485.3696
13190,,,1330.7303
13191,,,593.3384
13192,,,8525.317
13193,,,2724.5425
13194,,,579.3854
13195,,,1010.8105
13196,,,2610.9321
13197,,,3334.7966
13198,,,2336.6763
13199,,,5814.0146
13200,,,271.24356
13201,,,2807.6782
13202,,,22455.016
13203,,,2791.4065
13204,,,5237.984
13205,,,575.7627
13206,,,444.1155
13207,,,3630.6108
13208,,,559.7698
13209,,,552.70245
13210,,,3573.694
13211,,,299.51086
13212,,,2383.6458
13213,,,3132.153
13214,,,3372.049
13215,,,7636.4917
13216,,,1205.0233
13217,,,2328.5898
13218,,,5017.5146
13219,,,7910.844
13220,,,28843.217
13221,,,2029.8787
13222,,,2113.6172
13223,,,1409.089
13224,,,1531.7881
13225,,,180.83578
13226,,,3026.8203
13227,,,14674.672
13228,,,9251.354
13229,,,1393.6382
13230,,,2170.5657
13231,,,2847.6619
13232,,,584.1904
13233,,,1545.174
13234,,,1253.1167
13235,,,307.67526
13236,,,5196.678
13237,,,1581.9922
13238,,,413.35117
13239,,,1770.2253
13240,,,3126.299
13241,,,45699.7
13242,,,374.5125
13243,,,5130.7764
13244,,,879.73975
13245,,,456.24478
13246,,,5623.9097
13247,,,1232.313
13248,,,2891.3079
13249,,,1694.3777
13250,,,3703.1067
13251,,,9949.646
13252,,,499.87796
13253,,,9556.3955
13254,,,673.8633
13255,,,4433.707
13256,,,6382.804
13257,,,1230.2183
13258,,,9724.583
13259,,,5129.191
13260,,,4397.4756
13261,,,2097.9607
13262,,,18082.969
13263,,,1275.8789
13264,,,2130.9607
13265,,,493.53812
13266,,,13570.587
13267,,,3425.7092
13268,,,1069.1422
13269,,,2506.3699
13270,,,2957.7842
13271,,,24436.781
13272,,,15970.485
13273,,,3979.8376
13274,,,14198.536
13275,,,942.4956
13276,,,15316.688
13277,,,5019.0366
13278,,,3305.351
13279,,,2257.1023
13280,,,4249.815
13281,,,1817.0961
13282,,,498.43317
13283,,,3272.77
13284,,,958.9657
13285,,,2820.608
13286,,,14051.254
13287,,,2884.727
13288,,,13960.247
13289,,,423.81586
13290,,,907.25604
13291,,,5594.542
13292,,,2501.8342
13293,,,2318.2312
13294,,,39038.25
13295,,,609.13605
13296,,,2434.7532
13297,,,24338.979
13298,,,1870.846
13299,,,4148.748
13300,,,14688.703
13301,,,1605.9036
13302,,,1479.7491
13303,,,464.86975
13304,,,789.59985
13305,,,600.81036
13306,,,3776.5671
13307,,,1029.9213
13308,,,8366.06
13309,,,222.85593
13310,,,2336.828
13311,,,13549.882
13312,,,1110.0328
13313,,,10827.533
13314,,,7345.5713
13315,,,1631.0327
13316,,,2563.0952
13317,,,2662.9788
13318,,,417.6591
13319,,,158.87395
13320,,,2525.2886
13321,,,374.4914
13322,,,1061.0239
13323,,,2659.9446
13324,,,2765.674
13325,,,11144.567
13326,,,690.5745
13327,,,3213.7083
13328,,,246.3719
13329,,,14981.018
13330,,,2814.4739
13331,,,6574.841
13332,,,1996.4822
13333,,,828.58875
13334,,,2445.3816
13335,,,6028.125
13336,,,3458.0833
13337,,,8664.421
13338,,,24289.63
13339,,,31421.904
13340,,,517.66583
13341,,,1109.159
13342,,,196.15146
13343,,,12305.3125
13344,,,13049.386
13345,,,5752.794
13346,,,23582.625
13347,,,10499.13
13348,,,18014.545
13349,,,6798.381
13350,,,1807.3235
13351,,,3293.68
13352,,,1500.3032
13353,,,28132.107
13354,,,705.55664
13355,,,877.2612
13356,,,5209.5625
13357,,,18133.293
13358,,,9636.528
13359,,,802.9059
13360,,,1028.9224
13361,,,17544.662
13362,,,8892.049
13363,,,2819.2842
13364,,,15903.683
13365,,,1172.5858
13366,,,2189.9385
13367,,,2345.9949
13368,,,604.49506
13369,,,10739.658
13370,,,1751.6195
13371,,,1473.5298
13372,,,12077.984
13373,,,1022.77106
13374,,,8234.203
13375,,,1356.8448
13376,,,508.87967
13377,,,1325.417
13378,,,10972.87
13379,,,4342.241
13380,,,18960.996
13381,,,2575.093
13382,,,7669.0386
13383,,,1007.4109
13384,,,4611.324
13385,,,5752.5083
13386,,,2942.45
13387,,,34407.58
13388,,,475.652
13389,,,3264.3015
13390,,,516.72516
13391,,,64.899345
13392,,,2056.844
13393,,,2630.3286
13394,,,1962.7451
13395,,,4949.7373
13396,,,4463.7515
13397,,,230.48625
13398,,,2499.6013
13399,,,8731.885
13400,,,17982.445
13401,,,5783.5938
13402,,,1987.4105
13403,,,10883.131
13404,,,3501.2585
13405,,,5128.193
13406,,,2174.9783
13407,,,4478.423
13408,,,2049.4888
13409,,,1436.6298
13410,,,2051.455
13411,,,344.6714
13412,,,300.56348
13413,,,861.03796
13414,,,287.70868
13415,,,34464.82
13416,,,2841.496
13417,,,2277.2285
13418,,,13184.533
13419,,,593.0703
13420,,,15623.749
13421,,,5084.687
13422,,,1797.1986
13423,,,1586.8115
13424,,,1649.9249
13425,,,6868.3945
13426,,,2989.2886
13427,,,56071.434
13428,,,4605.7896
13429,,,13004.931
13430,,,1118.2001
13431,,,3392.4954
13432,,,5370.7915
13433,,,3917.2607
13434,,,10911.525
13435,,,1023.06055
13436,,,1167.7697
13437,,,307.6763
13438,,,1844.5553
13439,,,4219.185
13440,,,12524.897
13441,,,1810.6748
13442,,,2679.8481
13443,,,765.8459
13444,,,2159.474
13445,,,7271.9287
13446,,,9919.478
13447,,,4515.1313
13448,,,1073.6611
13449,,,6979.5
13450,,,1205.2936
13451,,,15899.103
13452,,,5179.432
13453,,,20805.264
13454,,,2258.6394
13455,,,10141.301
13456,,,6069.324
13457,,,888.4147
13458,,,10129.102
13459,,,616.3326
13460,,,2391.2332
13461,,,5152.926
13462,,,18236.121
13463,,,1065.7919
13464,,,8122.635
13465,,,16942.773
13466,,,13879.013
13467,,,6619.7383
13468,,,1824.3687
13469,,,1260.2538
13470,,,4736.7104
13471,,,595.9676
13472,,,18831.959
13473,,,589.8162
13474,,,724.5149
13475,,,2926.4482
13476,,,1847.5736
13477,,,738.0709
13478,,,2570.9983
13479,,,19884.234
13480,,,4390.815
